objectid,me,exposure,slope,lsfactor,twindex,curvature,path_river,path_village,studyarea,area,areaA,areaB,areaC,flat,north,south,east,west,lnlsfactor,lsfactor_w,lsfactor_a
6704,A6922,"332,928","11,5785","3,05215","-15,6811","-2,07858","2410,28","2303,44",A,1,1,0,0,0,1,0,0,0,"1,115846","3,05215","3,05215"
6705,A6923,"267,274","4,87164","4,59215","-12,4592","-4,58766","2444,44","2277,56",A,1,1,0,0,0,0,0,0,1,"1,524348","4,59215","4,59215"
6706,A6924,"209,197","17,5261","2,78039","-16,5752","0,369254","2492,72","2328,77",A,1,1,0,0,0,0,1,0,0,"1,022591","2,78039","2,78039"
6707,A6925,-1,0,"7,52124","-2,10774","-8,22852","2267,54","2159,66",A,1,1,0,0,1,0,0,0,0,"2,017731","7,52124","7,52124"
6708,A6926,"29,7449","11,0954","3,1689","-15,3317","-4,58825","2333,48","2225,6",A,1,1,0,0,0,1,0,0,0,"1,153385","3,1689","3,1689"
6709,A6927,"243,435","7,23285","2,32492","-16,638","-10,0517","2406,97","2299,08",A,1,1,0,0,0,0,0,0,1,"0,8436856","2,32492","2,32492"
6710,A6928,"278,973","4,45897","3,87404","-13,3077","-17,1913","2358,57","2250,69",A,1,1,0,0,0,0,0,0,1,"1,354298","3,87404","3,87404"
6711,A6929,"243,435","5,17979","4,03785","-12,4858","-10,4967","2366,42","2258,54",A,1,1,0,0,0,0,0,0,1,"1,395712","4,03785","4,03785"
6712,A6930,"60,9454","2,39008","6,74104","-10,2201","-8,49977","2503,94","2013,94",A,1,1,0,0,0,0,0,1,0,"1,908214","6,74104","6,74104"
6713,A6931,"215,538","5,97272","6,63132","-11,0627","0,319408","2612,91",2052,A,1,1,0,0,0,0,1,0,0,"1,891804","6,63132","6,63132"
6714,A6932,"272,49","5,33205","6,16673","-11,1776","-39,0302","2658,58","2107,07",A,1,1,0,0,0,0,0,0,1,"1,819169","6,16673","6,16673"
6715,A6933,"169,287","16,9786","2,80383","-16,4246","-3,90971","2844,59","1936,41",A,1,1,0,0,0,0,1,0,0,"1,030986","2,80383","2,80383"
6716,A6934,"220,764","8,82322","5,23154","-12,6362","-8,7955","2888,07","1989,5",A,1,1,0,0,0,0,1,0,0,"1,654706","5,23154","5,23154"
6717,A6935,"129,289","9,80706","3,41651","-14,9482","-11,168","2597,52","1799,36",A,1,1,0,0,0,0,0,1,0,"1,22862","3,41651","3,41651"
6718,A6936,"353,66","16,3669","3,17939","-15,8283","-4,23553","3090,03","1765,94",A,1,1,0,0,0,1,0,0,0,"1,156689","3,17939","3,17939"
6719,A6937,"267,709","11,4677","4,34194","-13,8876","-15,965","3069,77","1648,51",A,1,1,0,0,0,0,0,0,1,"1,468321","4,34194","4,34194"
6720,A6938,"174,806","7,65105","5,02528","-12,7898","-36,2178","2655,86","1559,6",A,1,1,0,0,0,0,1,0,0,"1,614481","5,02528","5,02528"
6721,A6939,"300,964","2,70681","6,36467","-10,8558","-3,8054","2844,5","1453,03",A,1,1,0,0,0,0,0,0,1,"1,850762","6,36467","6,36467"
6722,A6940,"289,799","6,14813","5,22545","-12,4276","-27,3967","2963,72","1569,1",A,1,1,0,0,0,0,0,0,1,"1,653541","5,22545","5,22545"
6723,A6941,"21,3706","5,71784","4,64061","-12,4067","-7,53483","2189,93","1639,61",A,1,1,0,0,0,1,0,0,0,"1,534846","4,64061","4,64061"
6724,A6942,"232,431","7,57491","4,25019","-13,4049","-11,3852","2361,66","1719,7",A,1,1,0,0,0,0,0,0,1,"1,446964","4,25019","4,25019"
6725,A6943,"41,0091","13,8814","2,64209","-16,5054","7,76919","2266,62","1604,39",A,1,1,0,0,0,1,0,0,0,"0,9715703","2,64209","2,64209"
6726,A6944,"282,724","7,34154","3,83987","-14,2582","-8,88598","2337,61","1695,53",A,1,1,0,0,0,0,0,0,1,"1,345438","3,83987","3,83987"
6727,A6945,"343,301","4,83862","5,31888","-11,6933","-12,08","2616,64","1412,6",A,1,1,0,0,0,1,0,0,0,"1,671263","5,31888","5,31888"
6728,A6946,"75,7841","17,4145","2,13733","-17,9037","0,097741","2565,03","1452,8",A,1,1,0,0,0,0,0,1,0,"0,7595574","2,13733","2,13733"
6729,A6947,"72,3499","10,6025","4,29752","-13,89","-8,82322","2505,51","1519,15",A,1,1,0,0,0,0,0,1,0,"1,458038","4,29752","4,29752"
6730,A6948,"264,806","5,11758","3,83152","-5,51276","-35,0171","3038,59","1001,61",A,1,1,0,0,0,0,0,0,1,"1,343262","3,83152","3,83152"
6731,A6949,"116,565","6,20832","3,09922","-8,00708","2,26966","3392,88","638,102",A,1,1,0,0,0,0,0,1,0,"1,13115","3,09922","3,09922"
6732,A6950,"169,38","7,51903","4,01366","-13,7005","-14,4674",3514,"712,763",A,1,1,0,0,0,0,1,0,0,"1,389704","4,01366","4,01366"
6733,A6951,"313,315","11,0351","2,13463","-16,7139","0,428678","3508,36","581,119",A,1,1,0,0,0,0,0,0,1,"0,7582933","2,13463","2,13463"
6734,A6952,"252,759","7,01776","5,38739","-12,3532","-15,1329","3298,81","837,471",A,1,1,0,0,0,0,0,0,1,"1,684061","5,38739","5,38739"
6735,A6953,"198,435","0,734494","6,38796","-10,0855","-9,69655","3262,48","910,908",A,1,1,0,0,0,0,1,0,0,"1,854415","6,38796","6,38796"
6736,A6954,45,"7,83465","4,89304","-12,4575","-72,4051","3243,39","1009,35",A,1,1,0,0,0,1,0,0,0,"1,587814","4,89304","4,89304"
6737,A6955,"3,46823","15,0058","2,93833","-16,1141","-4,5718","3208,66","1070,1",A,1,1,0,0,0,1,0,0,0,"1,077841","2,93833","2,93833"
6738,A6956,"255,964","1,91472","4,15932","-5,09202","-16,2694","3671,91","546,225",A,1,1,0,0,0,0,0,0,1,"1,425352","4,15932","4,15932"
6739,A6957,"246,038","4,5657","3,65741","-13,9435","4,56547","3694,25","614,192",A,1,1,0,0,0,0,0,0,1,"1,296755","3,65741","3,65741"
6740,A6958,"293,199","7,04032","3,7931","-12,6895","-9,91453","3962,6","552,091",A,1,1,0,0,0,0,0,0,1,"1,333184","3,7931","3,7931"
6741,A6959,"29,0546","9,47846","3,61616","-5,76933","-7,81347","3937,72","613,314",A,1,1,0,0,0,1,0,0,0,"1,285413","3,61616","3,61616"
6742,A6960,"7,12502","14,6535","1,79938","-18,5625","-6,11486","3932,52","717,128",A,1,1,0,0,0,1,0,0,0,"0,5874422","1,80597","1,79938"
6743,A6961,"50,7106","3,29768","5,84644","-10,64","-11,6332","3812,83","845,689",A,1,1,0,0,0,0,0,1,0,"1,765833","5,84644","5,84644"
6744,A6962,"71,565","1,46875","3,83705","-4,93976","-36,5969","4228,97","391,855",A,1,1,0,0,0,0,0,1,0,"1,344704","3,83705","3,83705"
6745,A6963,"18,4349","4,39855","2,98537","-6,78744","-16,8805","3846,2","810,332",A,1,1,0,0,0,1,0,0,0,"1,093724","2,98537","2,98537"
6746,A6964,"251,565","6,58171","1,99401","-16,5989","-21,3429","3889,2","827,908",A,1,1,0,0,0,0,0,0,1,"0,6901477","1,99401","1,99401"
6747,A6965,"266,634","3,94932","3,45084","-6,0033","-3,46891","3995,22","747,312",A,1,1,0,0,0,0,0,0,1,"1,238618","3,45084","3,45084"
6748,A6966,"38,8845","9,17133","3,81826","-14,2691","-2,17837","3660,73","1003,44",A,1,1,0,0,0,1,0,0,0,"1,339795","3,81826","3,81826"
6749,A6967,"17,8189","13,4126","3,17212","-15,5264","-0,924798","3761,7","1160,31",A,1,1,0,0,0,1,0,0,0,"1,1544","3,17212","3,17212"
6750,A6968,"254,745","2,64652","4,34598","-12,3581","5,8666","4104,88","1348,76",A,1,1,0,0,0,0,0,0,1,"1,469251","4,34598","4,34598"
6751,A6969,"164,745","2,64652","2,89895","-7,75011","-62,5174","14445,2","2668,03",A,1,1,0,0,0,0,1,0,0,"1,064349","2,89895","2,89895"
6752,A6970,"304,992","5,65227","2,98997","-7,206","-9,2034","16326,5","178,122",A,1,1,0,0,0,0,0,0,1,"1,095263","2,98997","2,98997"
6753,A6971,"326,768","8,00071","4,38427","-13,1288","-0,162094",16213,"287,124",A,1,1,0,0,0,1,0,0,0,"1,478023","4,38427","4,38427"
6754,A6972,"194,931","7,17419","3,25546","-14,3891","-10,9019","16570,2","681,935",A,1,1,0,0,0,0,1,0,0,"1,180334","3,25546","3,25546"
6755,A6973,"178,025","6,70929","3,32632","-14,6089","-15,4684","16533,8","794,933",A,1,1,0,0,0,0,1,0,0,"1,201867","3,32632","3,32632"
6756,A6974,"60,2551","7,44856","3,73537","-13,1875","-11,615","17033,7","371,854",A,1,1,0,0,0,0,0,1,0,"1,317847","3,73537","3,73537"
6757,A6975,"239,859","16,2065","2,29303","-17,2397","2,47543","17385,5","405,226",A,1,1,0,0,0,0,0,0,1,"0,8298741","2,29303","2,29303"
6758,A6976,"35,5377","1,99734","4,38219","-5,8148","-23,548","13016,9","1378,16",A,1,1,0,0,0,1,0,0,0,"1,477549","4,38219","4,38219"
6759,A6977,"317,862","6,54941","3,60281","-5,78904","-3,36612","13507,2","2141,3",A,1,1,0,0,0,1,0,0,0,"1,281714","3,60281","3,60281"
6760,A6978,"164,745","10,4753","1,79841","-18,1328","-6,87212","9109,21","1002,01",A,1,1,0,0,0,0,1,0,0,"0,586903","1,80597","1,79841"
6761,A6979,"14,0362","1,91472","9,10661","-2,30539","-4,41693","11748,5","1697,77",A,1,1,0,0,0,1,0,0,0,"2,209001","9,10661","9,10661"
6762,A6980,"187,125","3,74008","6,62905","-10,3058","-12,2238","12138,7","1894,28",A,1,1,0,0,0,0,1,0,0,"1,891461","6,62905","6,62905"
6763,A6981,"351,87","6,54131","1,93735","-10,0673","-4,02705","11170,8","663,955",A,1,1,0,0,0,1,0,0,0,"0,6613211","1,93735","1,93735"
6764,A6982,"347,735","5,45072","4,63982","-11,7934","-1,46733","10802,6","557,452",A,1,1,0,0,0,1,0,0,0,"1,534676","4,63982","4,63982"
6765,A6983,"261,327","13,6017","1,98457","-17,9491","8,98663","10733,5","779,111",A,1,1,0,0,0,0,0,0,1,"0,6854023","1,98457","1,98457"
6766,A6984,"293,749","12,487","2,97018","-15,1721","-1,87453","11700,2","894,334",A,1,1,0,0,0,0,0,0,1,"1,088623","2,97018","2,97018"
6767,A6985,315,"2,62611","3,88127","-5,50128","-53,3538","11515,4","406,644",A,1,1,0,0,0,1,0,0,0,"1,356162","3,88127","3,88127"
6768,A6986,315,"1,64202","7,2159","-1,82043","-13,4576","11278,5","203,204",A,1,1,0,0,0,1,0,0,0,"1,976287","7,2159","7,2159"
6769,A6987,"347,005","6,174","1,95946","-17,1048","1,99069","10472,1","263,553",A,1,1,0,0,0,1,0,0,0,"0,6726689","1,95946","1,95946"
6770,A6988,"8,1301","3,28135","1,80809","-16,8011","-5,157","10503,6","336,685",A,1,1,0,0,0,1,0,0,0,"0,592271","1,80809","1,80809"
6771,A6989,"309,644","10,4408","2,28363","-16,7788","0,850866","11135,1","455,467",A,1,1,0,0,0,0,0,0,1,"0,8257663","2,28363","2,28363"
6772,A6990,"258,69","3,54866","1,6582","-11,2392","-4,78258","12180,7","884,324",A,1,1,0,0,0,0,0,0,1,"0,5057327","1,80597","1,6582"
6773,A6991,"7,43141","5,3719","3,26007","-6,31004","-14,3053","12763,6","643,608",A,1,1,0,0,0,1,0,0,0,"1,181749","3,26007","3,26007"
6774,A6992,"197,103","18,3066","2,54816","-16,8987","2,70289","10465,9","1807,37",A,1,1,0,0,0,0,1,0,0,"0,9353716","2,54816","2,54816"
6775,A6993,"318,576","5,2514","3,13996","-13,634","-21,4072","13776,7","2516,83",A,1,1,0,0,0,1,0,0,0,"1,14421","3,13996","3,13996"
6776,A6994,"278,13","3,28135","1,56262","-11,2732","-48,5235","10858,5","1368,13",A,1,1,0,0,0,0,0,0,1,"0,4463639","1,80597","1,56262"
6777,A6995,"127,875","2,64652","8,65221","-2,55461","-21,8644","10931,8","1363,29",A,1,1,0,0,0,0,0,1,0,"2,157815","8,65221","8,65221"
6778,A6996,"78,6901","1,18423","8,52751","-2,28201","-57,01","10726,5","1347,83",A,1,1,0,0,0,0,0,1,0,"2,143297","8,52751","8,52751"
6779,A6997,"304,992","5,65227","1,69925","-15,9585","-25,369","10343,5","1230,3",A,1,1,0,0,0,0,0,0,1,"0,530187","1,80597","1,69925"
6780,A6998,"288,435","2,93557","5,07425","-10,8866","-5,77199","9294,97","1946,88",A,1,1,0,0,0,0,0,0,1,"1,624179","5,07425","5,07425"
6781,A6999,"208,496","9,17133","2,09721","-16,9923","-12,1094","9377,71","1650,42",A,1,1,0,0,0,0,1,0,0,"0,7406079","2,09721","2,09721"
6782,A7000,"171,87","6,54131","3,78372","-14,099","-14,3263","9334,98","1681,84",A,1,1,0,0,0,0,1,0,0,"1,330708","3,78372","3,78372"
6783,A7001,225,"5,89203","4,38146","-13,2344","-6,87044","9279,19","1737,75",A,1,1,0,0,0,0,1,0,0,"1,477382","4,38146","4,38146"
6784,A7002,"304,695","3,66765","3,53911","-13,6261","-24,7032","9486,55","1530,24",A,1,1,0,0,0,0,0,0,1,"1,263875","3,53911","3,53911"
6785,A7003,"243,435","1,03867","7,78962","-8,39975","-42,0741","9700,78","1315,58",A,1,1,0,0,0,0,0,0,1,"2,052792","7,78962","7,78962"
6786,A7004,"206,565","1,03867","2,46746","-15,1878","-18,9871","10084,6","941,254",A,1,1,0,0,0,0,1,0,0,"0,9031892","2,46746","2,46746"
6787,A7005,"198,435","0,734494","2,06272","-15,7353","-16,0874","10069,7","947,815",A,1,1,0,0,0,0,1,0,0,"0,7240255","2,06272","2,06272"
6788,A7006,270,"2,32153","6,61569","-2,75039","-42,5705","10341,1","687,715",A,1,1,0,0,0,0,0,0,1,"1,889444","6,61569","6,61569"
6789,A7007,"232,8","22,9011","1,83833","-18,9102","-1,82441","10187,9","1051,07",A,1,1,0,0,0,0,0,0,1,"0,6088576","1,83833","1,83833"
6790,A7008,"338,199","2,50015","6,73172","-2,68462","-32,5196","9685,87","1456,49",A,1,1,0,0,0,1,0,0,0,"1,906831","6,73172","6,73172"
6791,A7009,"228,814","4,92617","7,28707","-9,07005","-43,2329","9586,85","1287,78",A,1,1,0,0,0,0,0,0,1,"1,986102","7,28707","7,28707"
6792,A7010,"48,8141","4,92617","3,23211","-13,9483","-2,10816","9313,97","1553,7",A,1,1,0,0,0,0,0,1,0,"1,173135","3,23211","3,23211"
6793,A7011,"288,435","2,20252","3,43851","-13,8753","-25,4197","8857,32","1408,2",A,1,1,0,0,0,0,0,0,1,"1,235038","3,43851","3,43851"
6794,A7012,"53,7462","4,3125","2,50692","-15,3518","-2,61196","8863,21","1399,69",A,1,1,0,0,0,0,0,1,0,"0,9190549","2,50692","2,50692"
6795,A7013,"181,637","8,07915","3,36467","-14,5426","-19,6984","8961,25","1477,81",A,1,1,0,0,0,0,1,0,0,"1,21333","3,36467","3,36467"
6796,A7014,"334,799","8,6617","1,80176","-9,72056","-48,8185","7971,46","1304,1",A,1,1,0,0,0,1,0,0,0,"0,588764","1,80597","1,80176"
6797,A7015,0,"0,929039","7,87731","-1,85352","-1,61465","8166,01","976,611",A,1,1,0,0,0,1,0,0,0,"2,063987","7,87731","7,87731"
6798,A7016,"191,31","1,18423","6,89606","-9,01089","-30,2398","7407,66","715,111",A,1,1,0,0,0,0,1,0,0,"1,93095","6,89606","6,89606"
6799,A7017,315,"2,29822","9,01607","-1,22374","-16,8404","6840,8","1733,11",A,1,1,0,0,0,1,0,0,0,"2,199008","9,01607","9,01607"
6800,A7018,"119,578","9,78587","4,15881","-13,3942","-10,2954","6346,67","1866,75",A,1,1,0,0,0,0,0,1,0,"1,425229","4,15881","4,15881"
6801,A7019,"282,529","4,27508","10,1285","-8,76662","-34,2201","6230,53","1851,1",A,1,1,0,0,0,0,0,0,1,"2,315353","9,1204","10,1285"
6802,A7020,"78,6901","4,72685","10,1536","-8,6726","-32,8057","6097,39","1717,12",A,1,1,0,0,0,0,0,1,0,"2,317828","9,1204","10,1536"
6803,A7021,"265,236","5,57637","9,1422","-8,97147","-4,91243","6036,69","1656,42",A,1,1,0,0,0,0,0,0,1,"2,212901","9,1204","9,1422"
6804,A7022,"83,6598","2,10244","2,33531","-7,95688","-28,998","5969,51","1590,58",A,1,1,0,0,0,0,0,1,0,"0,8481447","2,33531","2,33531"
6805,A7023,"228,576","5,2514","3,55549","-5,87632","0,236311","5955,1","1163,31",A,1,1,0,0,0,0,0,0,1,"1,268493","3,55549","3,55549"
6806,A7024,"275,194","5,11758","9,79459","-8,62852","1,85486","6907,88","907,984",A,1,1,0,0,0,0,0,0,1,"2,28183","9,1204","9,79459"
6807,A7025,"163,301","4,83862","4,00516","-5,32157","-12,9799","7240,72","626,188",A,1,1,0,0,0,0,1,0,0,"1,387583","4,00516","4,00516"
6808,A7026,"236,535","15,9988","2,51383","-16,9666","1,7296","3768,34","1497,57",A,1,1,0,0,0,0,0,0,1,"0,9218075","2,51383","2,51383"
6809,A7028,"303,69","3,34618","3,99169","-6,94604","-2,03149","11693,3","396,839",A,1,1,0,0,0,0,0,0,1,"1,384215","3,99169","3,99169"
6810,A7029,"310,236","7,86147","3,8116","-13,5832","-23,7992","11472,3","954,796",A,1,1,0,0,0,0,0,0,1,"1,338049","3,8116","3,8116"
6811,A7030,"202,62","6,01707","4,66521","-4,51812","-50,5653","14292,8","1432,59",A,1,1,0,0,0,0,1,0,0,"1,540133","4,66521","4,66521"
6812,A7031,"333,435","5,17979","2,26119","-16,0825","-5,5535","14876,2","1080,53",A,1,1,0,0,0,1,0,0,0,"0,8158912","2,26119","2,26119"
6813,A7032,180,"0,46455","4,9466","-4,22528","-21,7189","17056,3","1417,2",A,1,1,0,0,0,0,1,0,0,"1,598701","4,9466","4,9466"
6814,A7033,"24,7751","6,62185","4,41214","-12,9747","-8,68298","7947,04","1816,74",A,1,1,0,0,0,1,0,0,0,"1,48436","4,41214","4,41214"
6815,A7034,"27,646","5,4897","4,73582","-11,5767","-35,7228","7872,09","1815,25",A,1,1,0,0,0,1,0,0,0,"1,555155","4,73582","4,73582"
6816,A7035,"203,199","1,76843","8,55942","-8,27445","-34,8794","7739,04","1345,74",A,1,1,0,0,0,0,1,0,0,"2,147032","8,55942","8,55942"
6817,A7036,"144,462","3,98984","4,06116","-5,21143","-37,8053","7403,52","1708,03",A,1,1,0,0,0,0,1,0,0,"1,401469","4,06116","4,06116"
6818,A7037,"251,565","0,734494",0,"6,04039","-15,0626","5414,34","2129,93",A,1,1,0,0,0,0,0,0,1,,"1,80597",0
6819,A7038,"30,9638","2,70681","2,6663","-7,29416","-22,9142","4723,81","2485,56",A,1,1,0,0,0,1,0,0,0,"0,9806918","2,6663","2,6663"
6820,A7039,"257,735","25,5061","3,57467","-15,0666","24,7914","4502,17","2250,02",A,1,1,0,0,0,0,0,0,1,"1,273873","3,57467","3,57467"
6821,A7040,"62,7004","15,7939","10,1255","-8,69605","-24,2252","4352,66","2106,04",A,1,1,0,0,0,0,0,1,0,"2,315057","9,1204","10,1255"
6822,A7058,"59,0362","4,05645","2,16266","-9,05716","-25,9378","7138,77","641,172",A,1,1,0,0,0,0,0,1,0,"0,7713389","2,16266","2,16266"
6823,A7059,"210,964","2,70681","7,65624","-9,58167","1,15375","7517,89","471,94",A,1,1,0,0,0,0,1,0,0,"2,035521","7,65624","7,65624"
6824,A7060,"43,8983","16,6039","2,41395","-17,3456","2,0744","7804,66","453,468",A,1,1,0,0,0,1,0,0,0,"0,8812644","2,41395","2,41395"
6825,A7061,"310,03","7,54004","2,29334","-16,5685","-13,8522","7756,64","782,208",A,1,1,0,0,0,0,0,0,1,"0,8300093","2,29334","2,29334"
6826,A7062,"352,875","3,74008","7,16429","-10,2327","-4,36907","7862,55","816,213",A,1,1,0,0,0,1,0,0,0,"1,969109","7,16429","7,16429"
6827,A7063,"85,6013","3,02575","9,00717","-8,77045","-27,5031","8085,05","1038,76",A,1,1,0,0,0,0,0,1,0,"2,198021","9,00717","9,00717"
6828,A7064,"195,642","6,00822","2,4745","-15,9778","5,76363","7634,2","587,986",A,1,1,0,0,0,0,1,0,0,"0,9060383","2,4745","2,4745"
6829,A7065,"175,601","3,02575","3,11153","-14,0863","-68,6802","7698,47","652,176",A,1,1,0,0,0,0,1,0,0,"1,135115","3,11153","3,11153"
6830,A7066,"286,232","18,447","2,90631","-16,2732","-2,57465","7708,93","662,584",A,1,1,0,0,0,0,0,0,1,"1,066884","2,90631","2,90631"
6831,A7067,"321,009","6,25095","2,18368","-16,6153","-8,54066","7514,22","467,879",A,1,1,0,0,0,1,0,0,0,"0,7810116","2,18368","2,18368"
6832,A7068,"18,4349","3,66765","8,44052","-8,80247","-1,32424","7253,38","207,153",A,1,1,0,0,0,1,0,0,0,"2,133044","8,44052","8,44052"
6833,A7069,90,"1,85759","10,9347","-0,259082","-3,9907","6998,63","73,3508",A,1,1,0,0,0,0,0,1,0,"2,391941","9,1204","10,9347"
6834,A7070,"60,9454","2,39008","2,12223","-8,43528","-20,2296","6866,86","182,309",A,1,1,0,0,0,0,0,1,0,"0,7524675","2,12223","2,12223"
6835,A7071,"302,661","10,6365","2,65544","-16,0026","-5,0263","6826,82","220,019",A,1,1,0,0,0,0,0,0,1,"0,9766104","2,65544","2,65544"
6836,A7072,"338,199","4,99081","11,5531","-8,11326","-41,2166","6677,73","371,892",A,1,1,0,0,0,1,0,0,0,"2,446954","9,1204","11,5531"
6837,A7073,"219,289","9,80706","4,98769","-12,6142","-9,03573","6762,02","495,11",A,1,1,0,0,0,0,1,0,0,"1,606973","4,98769","4,98769"
6838,A7074,"218,29","5,60496","3,32988","-13,3412","-23,3088","7741,62","574,135",A,1,1,0,0,0,0,1,0,0,"1,202936","3,32988","3,32988"
6839,A7075,"321,71","5,60496","3,16867","-14,3945","-42,927","6698,39","1008,71",A,1,1,0,0,0,1,0,0,0,"1,153312","3,16867","3,16867"
6840,A7076,"11,3099","3,54866","5,87439","-10,5003","-36,8015","6455,94","1216,92",A,1,1,0,0,0,1,0,0,0,"1,770602","5,87439","5,87439"
6841,A7077,"30,9638","4,05645","2,76878","-14,8542","-2,54789","6512,98","1158,4",A,1,1,0,0,0,1,0,0,0,"1,018407","2,76878","2,76878"
6842,A7078,"108,435","5,128","8,14105","-10,0835","-12,1882","9914,6","387,106",A,1,1,0,0,0,0,0,1,0,"2,096919","8,14105","8,14105"
6843,A7079,"297,646","5,4897","10,5588","-8,56322","-22,439","6459,95","604,207",A,1,1,0,0,0,0,0,0,1,"2,35696","9,1204","10,5588"
6844,A7080,"318,468","10,7329","2,3534","-16,8877","-8,052","6201,11","845,729",A,1,1,0,0,0,1,0,0,0,"0,8558611","2,3534","2,3534"
6845,A7081,"168,024","7,78749","3,43582","-14,4777","2,24057","6025,06","1024,61",A,1,1,0,0,0,0,1,0,0,"1,234256","3,43582","3,43582"
6846,A7082,"264,987","13,0598","2,6026","-16,6638","-11,9907","6099,68","949,903",A,1,1,0,0,0,0,0,0,1,"0,956511","2,6026","2,6026"
6847,A7083,"273,814","3,48762","8,02346","-8,94488","-5,21721","6172,62","891,192",A,1,1,0,0,0,0,0,0,1,"2,08237","8,02346","8,02346"
6848,A7084,"175,236","5,57637","8,45206","-1,54673","-0,667742","6480,08","692,5",A,1,1,0,0,0,0,1,0,0,"2,13441","8,45206","8,45206"
6849,A7085,"6,34019","20,1587","2,41957","-17,1381","4,54881","6409,47","639,92",A,1,1,0,0,0,1,0,0,0,"0,8835898","2,41957","2,41957"
6850,A7086,"190,886","12,116","2,33809","-17,0079","10,4053","6251,64","688,934",A,1,1,0,0,0,0,1,0,0,"0,8493344","2,33809","2,33809"
6851,A7087,"81,8699","1,64202","11,6466","-0,716156","-11,019","6354,93","744,324",A,1,1,0,0,0,0,0,1,0,"2,455014","9,1204","11,6466"
6852,A7088,"274,399","3,02575","8,13218","-8,182","-23,9589","6295,75","767,021",A,1,1,0,0,0,0,0,0,1,"2,095829","8,13218","8,13218"
6853,A7089,"207,181","9,57126","12,2555","-8,51173","10,4565","5787,06","191,416",A,1,1,0,0,0,0,1,0,0,"2,505975","9,1204","12,2555"
6854,A7090,"143,973","6,29327","13,6364","-7,39281","-0,812446","5746,21","246,491",A,1,1,0,0,0,0,1,0,0,"2,612743","9,1204","13,6216"
6855,A7091,"235,713","12,1829","3,11256","-15,5163","-6,33633","5673,49","351,506",A,1,1,0,0,0,0,0,0,1,"1,135446","3,11256","3,11256"
6856,A7092,"154,093","17,5098","2,41329","-17,0659","-5,19849","5703,27","289,434",A,1,1,0,0,0,0,1,0,0,"0,880991","2,41329","2,41329"
6857,A7093,"251,565","6,58171","2,66202","-7,32335","-56,7769","6185,99","445,248",A,1,1,0,0,0,0,0,0,1,"0,9790852","2,66202","2,66202"
6858,A7094,"109,983","5,4213","2,93647","-7,27836","4,06792","6007,13","313,097",A,1,1,0,0,0,0,0,1,0,"1,077208","2,93647","2,93647"
6859,A7095,"70,2011","6,14813","2,0354","-9,51839","-57,6659","5834,94","308,239",A,1,1,0,0,0,0,0,1,0,"0,7106923","2,0354","2,0354"
6860,A7096,180,"0,929039","6,90868","-2,55489","-44,7284","5493,97","2157,3",A,1,1,0,0,0,0,1,0,0,"1,932779","6,90868","6,90868"
6861,A7116,"239,036","1,35416","2,61966","-8,03038","-13,866","5844,1","413,325",A,1,1,0,0,0,0,0,0,1,"0,9630445","2,61966","2,61966"
6862,A7205,"11,3099","3,54866","11,6287","0,048585","-46,8451","5168,71","255,533",A,1,1,0,0,0,1,0,0,0,"2,453476","9,1204","11,6287"
6863,A7206,"341,565","2,93557","12,5567","0,369194","-47,1844","4803,72","134,704",A,1,1,0,0,0,1,0,0,0,"2,530254","9,1204","12,5567"
6864,A7207,"278,13","3,28135","4,54981","-5,33844","-59,1631","4725,65","225,615",A,1,1,0,0,0,0,0,0,1,"1,515085","4,54981","4,54981"
6865,A7208,"83,1572","5,82848","2,78574","-13,5229","3,24774","4573,04","338,136",A,1,1,0,0,0,0,0,1,0,"1,024513","2,78574","2,78574"
6866,A7209,"117,474","6,51694","4,00499","-5,28108","-12,8386","4513,81","264,843",A,1,1,0,0,0,0,0,1,0,"1,387541","4,00499","4,00499"
6867,A7210,"114,444","2,80441","14,0934","0,999128","-44,9969","4365,3","191,921",A,1,1,0,0,0,0,0,1,0,"2,645707","9,1204","13,6216"
6868,A7211,"159,775","4,69279","3,7947","-5,56137","-3,22888","4189,55","155,277",A,1,1,0,0,0,0,1,0,0,"1,333605","3,7947","3,7947"
6869,A7220,"239,931","5,08619","1,77567","-10,282","-5,74738","6763,38","575,782",A,1,1,0,0,0,0,0,0,1,"0,5741779","1,80597","1,77567"
6870,A7221,"22,6199","6,01707","3,49922","-6,65676","-0,096184","6884,8","662,139",A,1,1,0,0,0,1,0,0,0,"1,25254","3,49922","3,49922"
6871,A7222,45,"0,656959","8,24531","-1,62523","-2,69881","6995,25","919,84",A,1,1,0,0,0,1,0,0,0,"2,109645","8,24531","8,24531"
6872,A7223,"332,354","5,4897","2,97687","-15,2964","-35,6153","3651,49","2819,38",A,1,1,0,0,0,1,0,0,0,"1,090872","2,97687","2,97687"
6873,A7375,"172,405","13,7877","3,12953","-14,0491","3,4717","6823,67","311,405",A,1,1,0,0,0,0,1,0,0,"1,140883","3,12953","3,12953"
6874,A7376,"204,775","6,62185","5,57684","-11,975","-34,2055","6436,44","901,592",A,1,1,0,0,0,0,1,0,0,"1,718622","5,57684","5,57684"
6875,A7795,"305,538","1,99734","1,67734","-10,3311","0,010575","7500,14","1886,91",A,1,1,0,0,0,0,0,0,1,"0,5172092","1,80597","1,67734"
6876,A7796,"75,9638","1,91472","3,89627","-5,40755","-2,09236","7515,21","1793,23",A,1,1,0,0,0,0,0,1,0,"1,36002","3,89627","3,89627"
