OBJECTID;Name;Exposition;Hangneig;LS-Faktor;TWIndex;Woelbung;Pfad_Fluss;Pfad_Dorf
5471;A5574;247,4790039;10,20049953;3,784960032;-14,44349957;-4,685750008;3923,5;1140,97998
5472;A5575;207,3500061;7,540040016;3,807509899;-14,12469959;-5,031760216;3917,469971;1158,619995
5473;A5576;79,99199677;4,003250122;5,409999847;-11,61009979;-3,783900023;3902,669922;1468,300049
5474;A5577;117,0309982;12,57180023;3,522720098;-14,9993;-5,177599907;4370,799805;1120,829956
5475;A5578;235,3049927;3,667649984;5,134840012;-11,5241003;-0,793446004;4835,609863;685,0510254
5476;A5579;209,7449951;7,448560238;4,241479874;-13,49559975;-3,203739882;4726,279785;608,5200195
5477;A5580;20,32309914;25,02799988;1,711500049;-19,40320015;-3,547250032;3921,840088;664,2109985
5478;A5581;58,57040024;9,705989838;5,801620007;-12,11900043;-5,608119965;3931,469971;571,6749878
5479;A5582;79,50849915;6,352039814;13,73250008;-6,94990015;-31,84499931;3292,399902;637,2449951
5480;A5583;235,2039948;16,23940086;2,589370012;-16,93549919;-3,381860018;3275,5;519,9680176
5481;A5584;239,6210022;7,760399818;3,536360025;-14,25259972;-10,45339966;3281,219971;562,4320068
5482;A5585;240,9450073;7,13725996;6,731870174;-9,126449585;-4,533219814;2500,459961;701,0499878
5483;A5586;264,0939941;6,740799904;6,662730217;-11,26130009;-12,06169987;2505,439941;753,5109863
5484;A5587;122,9049988;4,692790031;4,19715023;-5,025579929;-4,445789814;3124,659912;1217,160034
5485;A5588;90;11,45880032;3,726259947;-5,69919014;-81,40699768;3190,280029;1282,699951
5486;A5589;271,3320007;9,891300201;2,454269886;-16,65970039;1,253960013;2309,23999;463,4370117
5487;A5590;39,28939819;3,297679901;4,21062994;-6,107719898;-66,60500336;3435,22998;1376,189941
5488;A5591;281,3099976;2,367449999;2,615999937;-14,54889965;-49,02030182;3719,169922;1491,51001
5489;A5592;39,47249985;10,12419987;2,860960007;-15,91119957;-0,0017492;3659,030029;1552,339966
5490;A5593;158,9620056;3,231859922;7,190279961;-2,333960056;-45,0530014;3547,219971;1475,369995
5491;A5594;196,3899994;4,108960152;5,580190182;-3,027080059;-53,61360168;550,3259888;257,2359924
5492;A5595;152,3540039;5,489699841;4,689020157;-12,03059959;-25,66620064;678,4849854;203,9389954
5493;A5596;47,6026001;7,196249962;3,341419935;-5,591219902;-3,546700001;485,5450134;478,8909912
5494;A5597;291,8009949;2,500149965;1,883970022;-16,59370041;1,424180031;274,8080139;856,4680176
5495;A5598;201,9750061;13,9921999;2,16527009;-17,56299973;-1,92572999;387,5969849;784,9019775
5496;A5599;201,0379944;6,44328022;2,444149971;-14,14280033;-5,590960026;836,3239746;282,2980042
5497;A5600;262,2349854;10,20559978;3,528490067;-14,56369972;-4,087450027;955,8880005;192,5420074
5498;A5601;214,6950073;3,667649984;4,706830025;-11,95810032;-10,73159981;1074,02002;356,1889954
5499;A5602;303,6900024;6,669690132;4,860219955;-12,14500046;-20,48419952;1142,099976;459,8670044
5500;A5603;234,4620056;11,81840038;2,759550095;-16,24419975;0,704141974;1227,98999;545,7540283
5501;A5604;213,6900024;9,948769569;2,602699995;-16,26350021;0,0301053;1142,420044;408,8089905
5502;A5605;275,1940002;5,117579937;4,039010048;-13,29240036;-5,093349934;444,9549866;572,1710205
5503;A5606;228,8139954;4,926169872;4,817309856;-12,24860001;-2,806420088;221,0399933;892,3980103
5504;A5607;235,4909973;8,946700096;4,134379864;-13,89970016;-0,731090009;73,67819977;949,3790283
5505;A5608;291,3710022;5,717840195;6,765799999;-10,19919968;-5,508250237;516,5980225;924,723999
5506;A5609;191,8890076;8,946700096;4,882999897;-12,69099998;-8,813010216;546,4050293;966,0089722
5507;A5610;130,2359924;11,70129967;4,036509991;-13,90880013;-10,80799961;976,2080078;1156,339966
5508;A5611;253,3009949;4,838620186;4,568230152;-12,16559982;-46,43740082;975,0300293;1252,290039
5509;A5612;178,9190063;12,12860012;5,016910076;-13,2802;-17,49419975;1212,630005;1403,22998
5510;A5613;353,6600037;6,284830093;3,682879925;-14,17520046;-7,436260223;744,3850098;689,0609741
5511;A5614;63,43489838;7,232850075;3,460939884;-14,60000038;-0,376450002;917,2940063;757,1870117
5512;A5615;112,6200027;6,017069817;3,411230087;-13,62390041;-10,54290009;971,757019;818,0170288
5513;A5616;231,5820007;8,533840179;2,50041008;-15,52280045;-10,91880035;1039,52002;769,6010132
5514;A5617;126,4690018;6,613840103;3,993799925;-13,7159996;-10,6388998;1051,380005;908,9869995
5515;A5618;223,4929962;12,2947998;2,364550114;-16,96030045;-6,306690216;1123,670044;957,4689941
5516;A5619;194,0359955;16,7451992;2,147910118;-17,80990028;-5,853919983;1148,97998;1044,300049
5517;A5620;183,576004;7,405950069;3,75406003;-14,46510029;-4,534910202;772,0560303;817,1480103
5518;A5621;180;3,248440027;2,014729977;-10,45079994;-4,959909916;765,9760132;453,6960144
5519;A5622;100,3050003;5,17979002;2,025939941;-16,76169968;-13,40219975;905,2750244;549,5540161
5520;A5623;212,470993;3,025749922;6,69092989;-10,44330025;-12,41930008;1455,030029;711,2999878
5521;A5624;140,4400024;6,896090031;2,457329988;-16,14430046;8,812859535;1812,839966;1088,650024
5522;A5625;105,2549973;5,28178978;2,543560028;-15,41219997;6,992209911;1751,359985;1027,290039
5523;A5626;266,9869995;4,410699844;5,147870064;-12,08049965;-6,022799969;1787,01001;989,6380005
5524;A5627;251,5650024;9,461979866;3,197069883;-15,13990021;-7,154300213;1896,160034;1036,650024
5525;A5628;243,4349976;2,076669931;5,293630123;-11,43000031;-12,09700012;2073,149902;1241,219971
5526;A5629;156,8009949;10,49499989;3,398629904;-15,05020046;-14,34350014;2183,959961;1352,26001
5527;A5630;212,470993;6,03470993;7,472780228;-10,34140015;-26,56819916;1687,069946;1386,530029
5528;A5631;180;14,10910034;5,015220165;-13,24510002;-6,613470078;1768,569946;1490,170044
5529;A5632;174,0939941;6,740799904;5,700429916;-12,04979992;-11,40799999;1877,219971;1571,75
5530;A5633;145,8860016;8,631440163;2,786750078;-15,87199974;-6,336500168;2333;2029,030029
5531;A5634;184,3990021;14,80430031;3,552619934;-15,21759987;-5,657899857;2419,469971;2115,350098
5532;A5635;230,1940002;3,623490095;4,533289909;-12,55239964;0,418882012;2730,610107;2294,070068
5533;A5636;239,0359955;1,354159951;4,047669888;-12,71730042;-1,289229989;2767,72998;2344,600098
5534;A5637;305,5379944;5,972720146;2,120899916;-16,51429939;-14,28509998;2811,649902;2158,26001
5535;A5638;244,798996;8,661700249;3,60732007;-14,49890041;-17,10659981;2117,120117;1832,23999
5536;A5639;287,3540039;7,740019798;5,903960228;-11,39540005;2,479049921;1929,069946;1691,160034
5537;A5640;306,8699951;2,321530104;14,76159954;1,241369963;-37,10979843;1756,329956;1607,130005
5538;A5641;124,2160034;6,987549782;2,902149916;-13,32520008;0,782500029;1774,099976;1565,47998
5539;A5642;315;4,915309906;12,84959984;-7,3134799;-10,11460018;2353,860107;1542,369995
5540;A5643;270;13,67129993;2,329999924;-17,15320015;-3,413530111;2422,080078;1644,550049
5541;A5644;211,6069946;13,90299988;2,549619913;-16,84589958;-19,1385994;2281,939941;1037,180054
5542;A5645;226,3639984;13,54269981;3,268860102;-15,45069981;-19,24740028;2298,830078;1018,01001
5543;A5646;135;6,541309834;4,123459816;-13,34389973;-15,81809998;2771,610107;1310,97998
5544;A5647;179,0910034;14,32909966;2,743020058;-16,32760048;-4,16726017;2857,51001;1276,52002
5545;A5648;45;2,95381999;5,166689873;-5,480360031;-10,51049995;3020,550049;2215,929932
5546;A5649;217,2350006;7,254730225;3,11145997;-14,96420002;1,857910037;3121,379883;2280,649902
5547;A5650;263,6600037;2,102440119;4,533639908;-11,79950047;-7,120049953;3258,879883;2523,669922
5548;A5651;175,6009979;6,03470993;2,893650055;-15,19680023;0,54083401;3404,629883;2442,570068
5549;A5652;86,18589783;3,487620115;2,898629904;-14,03419971;-4,980529785;3405,050049;1063,72998
5550;A5653;194,0359955;7,616539955;9,081879616;-9,742119789;-29,76499939;3754,679932;1126,910034
5551;A5654;275,1940002;2,563910007;5,686669827;-10,66650009;-10,29220009;4173,370117;1439,430054
5552;A5655;130,4859924;12,3277998;2,855910063;-15,9684;-4,649159908;4182,080078;1292,530029
5553;A5656;195,2550049;7,894859791;3,510689974;-14,36999989;-6,721600056;4255,189941;1299,26001
5554;A5657;230,9060059;9,489430428;3,307189941;-15,04730034;-13,36289978;4107,330078;1680,469971
5555;A5658;197,4029999;15,88910007;5,175789833;-12,3998003;-13,98169994;5492,180176;1397,26001
5556;A5659;206,5650024;8,252759933;1,983410001;-17,00320053;-45,46649933;5447,600098;1309,650024
5557;A5660;341,5650024;9,461979866;5,317470074;-12,50529957;-26,55529976;5453,890137;1197,73999
5558;A5661;153,0039978;13,55749989;6,658370018;-11,47169971;-2,674700022;5357,180176;1155,869995
5559;A5662;141,5820007;8,533840179;8,232500076;-9,733019829;3,21717;5256,97998;1173,310059
5560;A5663;242,2409973;9,875559807;2,876349926;-15,41110039;-49,79349899;5160,310059;1026,560059
5561;A5664;305,5379944;1,997339964;6,623700142;-3,357640028;-56,71670151;5133,890137;1001,219971
5562;A5665;311,4240112;5,251399994;4,418680191;-13,09249973;-19,41970062;5319,709961;941,348999
5563;A5666;81,25379944;6,087329865;2,766449928;-15,18459988;-12,30900002;4979,47998;1024,969971
5564;A5667;356,3479919;10,80930042;2,942320108;-15,75800037;-5,652249813;4931,720215;1098,380005
5565;A5668;5,710589886;4,658480167;5,094749928;-12,20699978;-3,555210114;5054,430176;1272,160034
5566;A5669;172,5690002;5,371900082;6,606319904;-10,3217001;-47,60430145;5507,25;849,1450195
5567;A5670;30,96380043;13,30000019;3,040970087;-15,75870037;-6,62293005;3524,280029;2476,679932
5568;A5671;169,2160034;9,833459854;2,920000076;-15,70940018;-9,743650436;2414,159912;1523,319946
5569;A5672;191,3099976;2,367449999;6,824729919;-9,059880257;-32,72850037;2456,030029;1565,060059
5570;A5673;93,57630157;7,405950069;6,064489841;-11,85000038;-28,48329926;2543,550049;1600,22998
5571;A5674;151,4600067;14,73750019;4,218500137;-14,21819973;-4,31167984;2649,929932;1613,079956
5572;A5675;54,46229935;3,989840031;10,27470016;-7,012710094;-31,1909008;2229,100098;1338,26001
5573;A5676;96,34020233;4,199240208;7,189549923;-9,951490402;-5,395090103;2327,51001;1436,670044
5574;A5677;135;9,439970016;3,006880045;-15,58679962;-1,805420041;2370,52002;1628,050049
5575;A5678;275,1940002;5,117579937;6,103099823;-11,23060036;-16,67259979;2142,459961;1573,27002
5576;A5679;30,96380043;1,354159951;4,570710182;-11,06620026;-9,07736969;147,2429962;1141,800049
5577;A5680;188,9730072;4,45897007;5,292099953;-11,13710022;-15,03219986;189,5820007;1045,810059
5578;A5681;64,44000244;5,901050091;2,984179974;-13,53999996;-2,262249947;375,2630005;855,8809814
5579;A5682;216,4689941;6,613840103;3,860150099;-13,88619995;-25,77260017;453,9849854;777,5469971
5580;A5683;140,3560028;10,44079971;2,539119959;-16,38710022;-0,961172998;599,8699951;560,8809814
5581;A5684;69,77510071;4,692790031;10,74190044;-8,178839684;1,959310055;273,5369873;603,5490112
5582;A5685;266,6340027;11,70129967;2,366650105;-16,44339943;0,894867003;577,6489868;395,2780151
5583;A5686;116,5650024;2,076669931;2,786570072;-7,943419933;-11,80729961;684,2769775;354,1090088
5584;A5687;358,0249939;6,709290028;7,653160095;-10,09570026;-21,28820038;1084,170044;312,1359863
5585;A5688;125,538002;3,989840031;2,516849995;-7,614029884;-20,57579994;1121,160034;207,2510071
5586;A5689;169,9920044;4,003250122;3,182300091;-7,283830166;-18,76930046;1131,849976;310,8720093
5587;A5690;242,3540039;5,489699841;4,392650127;-11,59700012;-7,769760132;1062,699951;323,8959961
5588;A5691;207,473999;6,516940117;3,329509974;-14,62559986;-3,919660091;824,7210083;257
5589;A5692;135;3,935719967;4,764780045;-12,14080048;-4,575009823;132,7680054;573,0390015
5590;A5693;121,5039978;16,42580032;2,634939909;-16,66640091;3,327409983;32,2655983;814,2000122
5591;A5694;146,3099976;1,674520016;3,372210026;-6,599979877;-3,004379988;603,4650269;122,6750031
5592;A5695;10,12469959;12,98639965;3,029580116;-15,52289963;-4,359230042;874,1420288;282,3110046
5593;A5696;118,6100006;5,801020145;3,199290037;-14,82509995;-8,109820366;907,1859741;172,3540039
5594;A5697;110,7720032;7,166820049;5,03553009;-12,5387001;-0,592767;962,9310303;117,2440033
5595;A5698;247,6199951;4,262539864;7,337460041;-9,85103035;10,72920036;1200,680054;599,9970093
5596;A5699;132,6139984;7,841370106;2,698889971;-15,92150021;2,639650106;1565,910034;487,4869995
5597;A5700;295,8210144;7,947969913;2,671900034;-15,94250011;-6,568560123;1659,930054;620,0960083
5598;A5701;325,3049927;3,667649984;2,898610115;-14,14649963;-53,88890076;1702,180054;623,1049805
5599;A5702;156,8009949;1,768429995;5,166840076;-3,985090017;-9,876099586;1732,280029;653,4370117
5600;A5703;195,2550049;2,646519899;4,829339981;-11,94239998;-18,96290016;1800,75;782,4379883
5601;A5704;69,3411026;14,80430031;2,7051301;-16,52759933;-17,16239929;1820,310059;925,2579956
5602;A5705;199,0579987;13,27359962;3,053999901;-15,80679989;-3,064369917;1894,420044;1002,26001
5603;A5706;78,69010162;9,390219688;3,415699959;-14,80910015;-7,05092001;1916,949951;1041,410034
5604;A5707;213,6900024;3,346179962;10,69019985;-7,508379936;-45,67689896;1531,579956;639,8330078
5605;A5708;344,7449951;2,646519899;3,445179939;-12,82289982;-14,4847002;1725,430054;834,4559937
5606;A5709;163,0720062;5,566810131;4,322179794;-12,6267004;-9,197649956;1773,27002;1005,830017
5607;A5710;236,3099976;3,346179962;3,808330059;-5,806799889;-45,06370163;1761,23999;895,3519897
5608;A5711;240,9450073;7,13725996;11,12870026;-8,114359856;-7,318459988;2024,079956;1181,02002
5609;A5712;304,6950073;7,305500031;3,065150023;-15,20170021;-20,04310036;1308,670044;803,6199951
5610;A5713;225;1,642019987;5,087490082;-11,81389999;-3,47845006;1270,900024;717,5939941
5611;A5714;142,125;5,28178978;5,178390026;-12,05210018;-6,567820072;1180,079956;634,3010254
5612;A5715;53,74620056;16,78540039;2,179480076;-17,75799942;6,604670048;990,1110229;602,7810059
5613;A5716;199,8849945;11,45429993;2,59803009;-16,45540047;1,971979976;743,460022;617,8549805
5614;A5717;250,8659973;11,8743;5,865180016;-12,16460037;5,031169891;830,8779907;517,8610229
5615;A5718;235,7839966;6,987549782;6,124330044;-11,4467001;-23,80590057;709,4489746;399,1270142
5616;A5719;180;17,54780006;2,391429901;-17,35099983;5,206099987;641,2949829;428,7829895
5617;A5720;99,63749695;12,2947998;2,149359941;-17,14649963;-3,41862011;421,0320129;440,0150146
5618;A5721;180;2,321530104;6,332950115;-2,989939928;-47,58190155;396,0589905;501,1059875
5619;A5722;122,125;11,63129997;1,928079963;-17,94939995;-20,79199982;517,6849976;552,0709839
5620;A5723;225;3,281349897;6,17264986;-10,84640026;-23,74080086;640,6359863;669,8859863
5621;A5724;163,3009949;4,838620186;5,652359962;-11,61419964;-3,545219898;803,7730103;794,03302
5622;A5725;225;2,626110077;4,213339806;-12,27449989;-14,83230019;345,2059937;629,8109741
5623;A5726;172,5039978;17,26339912;2,610440016;-16,81410027;-5,841080189;919,0800171;840,0390015
5624;A5727;249,2279968;7,166820049;2,720720053;-15,28740025;-0,602814972;1328,810059;298,5509949
5625;A5728;180;2,321530104;3,617520094;-6,261340141;-56,96160126;1281,01001;348,7030029
5626;A5729;123,6900024;1,674520016;5,556300163;-11,12730026;-7,15625;996,3380127;585,5490112
5627;A5730;273,3659973;3,949320078;6,252510071;-10,59759998;10,81550026;1117,920044;636,052002
5628;A5731;186,8430023;11,53880024;2,062249899;-17,62140083;3,538490057;1326,099976;743,6119995
5629;A5732;166,5039978;11,77519989;5,393139839;-12,82900047;-21,7378006;4092,320068;1603,579956
5630;A5733;115,9069977;8,964189529;4,421380043;-13,42420006;-23,09930038;4067,810059;1508,75
5631;A5734;117,8970032;8,864580154;8,816189766;-10,24050045;-21,34480095;3865,280029;1319,569946
5632;A5735;302,9049988;4,692790031;3,258759975;-6,375349998;10,24580002;4168,919922;1226,540039
5633;A5736;156,0379944;9,074139595;6,797540188;-10,98390007;-12,33129978;3771,629883;1171,180054
5634;A5737;199,798996;6,14812994;5,078859806;-11,82159996;2,209310055;3836,090088;1084,290039
5635;A5738;97,59459686;6,995110035;7,504449844;-10,3920002;2,118099928;3713,830078;1054,819946
5636;A5739;164,9320068;12,31540012;4,270070076;-14,06750011;-2,167390108;3269,590088;962,6170044
5637;A5740;70,64099884;9,033800125;4,310249805;-13,50459957;-7,505829811;3208,909912;984,1870117
5638;A5741;41,42369843;10,41600037;3,967289925;-14,20820045;-2,68859005;3147,679932;980,5980225
5639;A5742;60,94540024;4,77188015;3,313529968;-13,95540047;-13,12129974;3130,389893;908,2949829
5640;A5743;40,03030014;7,540040016;4,612589836;-12,75020027;2,179709911;3190,23999;748,7319946
5641;A5744;286,1889954;7,455639839;3,003190041;-15,15069962;-4,04049015;3102,590088;836,0839844
5642;A5745;31,37299919;11,01650047;2,717430115;-15,90919971;2,066430092;3133,709961;662,947998
5643;A5746;33,69010162;3,346179962;8,112000465;-9,228599548;-0,420448005;3039,969971;499,3299866
5644;A5747;183,8139954;3,487620115;4,8134799;-12,19340038;-15,82199955;3154,72998;354,125
5645;A5748;18,43490028;1,46875;5,162519932;-3,989269972;-24,02969933;2697,719971;454,6010132
5646;A5749;330,9450073;4,77188015;5,727159977;-11,54839993;-33,03630066;2670,080078;393,9360046
5647;A5750;86,18589783;6,949590206;5,099480152;-10,49600029;-17,16360092;2601,590088;314,6730042
5648;A5751;135;0,656958997;2,111749887;-9,334259987;-52,5984993;2412,199951;321,8259888
5649;A5752;260,7070007;12,73159981;2,488179922;-16,51910019;3,609050035;2249,840088;350,9710083
5650;A5753;261,8699951;8,15678978;2,095020056;-16,34749985;-2,260020018;2158,76001;441,571991
5651;A5754;343,8110046;7,455639839;6,058619976;-0,294375002;5,578460217;2099,939941;487,3770142
5652;A5755;281,3099976;2,367449999;6,700550079;-2,707829952;-7,937980175;2150,570068;482,4049988
5653;A5756;90;4,6354599;3,456350088;-6,27820015;-0,835204005;1632,51001;338,6159973
5654;A5757;131,423996;5,251399994;3,131380081;-6,56885004;-7,741580009;1708,420044;204,1230011
5655;A5758;171,2539978;6,087329865;3,451090097;-6,025330067;-12,81260014;1667,439941;222,6580048
5656;A5759;176,1860046;3,487620115;4,276319981;-12,78499985;-2,672800064;1710,380005;521,5800171
5657;A5760;101,3099976;4,726850033;5,952340126;-11,1619997;-12,15810013;1499,819946;1072,27002
5658;A5761;190,4909973;6,352039814;7,058440208;-10,92259979;1,992650032;1424,790039;989,8569946
5659;A5762;240,3760071;13,37899971;1,934329987;-18,17919922;-15,24250031;1386,109985;949,3140259
5660;A5763;102,9950027;3,095989943;6,722080231;-9,134149551;-2,621550083;1282,849976;948,3280029
5661;A5764;321,3399963;8,852789879;4,806419849;-12,96710014;2,402470112;1246,73999;857,0339966
5662;A5765;150,5240021;6,113460064;4,138689995;-13,51939964;-0,475858986;529,1539917;723,0250244
5663;A5766;304,9920044;11,19659996;3,823489904;-14,56900024;-8,95386982;412,7879944;504,54599
5664;A5767;60,94540024;4,77188015;5,627409935;-11,63630009;-14,26869965;387,4819946;558,6480103
5665;A5768;34,28689957;12,18290043;2,948250055;-15,50160027;-23,97100067;780,242981;799,2880249
5666;A5769;195,6419983;6,008220196;5,571360111;-11,46310043;3,226560116;680,3660278;659,9229736
5667;A5770;8,13010025;4,915309906;2,786170006;-14,63920021;-0,837535977;407,9169922;371,6759949
5668;A5771;188,1300049;4,915309906;3,331049919;-14,45300007;-10,5138998;536,8989868;500,5780029
5669;A5772;137,4900055;21,60210037;2,427139997;-17,35180092;1,974179983;118,6409988;448,7619934
5670;A5773;9,462320328;2,823519945;0;4,548309803;-36,24570084;767,5930176;594,934021
5671;A5774;19,65379906;6,873030186;2,78482008;-7,358329773;-30,19820023;1061,98999;662,7579956
5672;A5775;195,9450073;6,732940197;5,924650192;-3,768779993;-36,31999969;1282,060059;697,6569824
5673;A5776;131,1860046;9,78057003;6,135900021;-3,126830101;-10,21220016;316,2929993;572,0759888
5674;A5777;11,30990028;1,18422997;9,093090057;-1,451300025;0,032581501;1278;1168,300049
5675;A5778;298,1419983;11,18290043;2,366909981;-8,171319962;-27,28310013;1312,869995;1204,189941
5676;A5779;194,348999;10,20049953;2,134040117;-15,96469975;-52,78760147;1428,829956;1320,040039
5677;A5780;356,8200073;8,31608963;4,771550179;-13,15470028;-21,03230095;950,9769897;946,2340088
5678;A5781;300,9639893;2,706809998;5,355450153;-11,3725996;-50,96350098;996,3850098;897,5230103
5679;A5782;258,6900024;1,18422997;4,128499985;-12,85589981;-3,467789888;1313,619995;1258,719971
5680;A5783;108,4349976;4,398550034;3,899460077;-13,27680016;-8,912540436;1567,069946;1579,689941
5681;A5784;286,1889954;7,455639839;4,025979996;-13,3842001;-20,4137001;1635,72998;1694,619995
5682;A5785;213,6900024;6,669690132;3,527009964;-14,33740044;0,595261991;1952,969971;1853,439941
5683;A5786;176,1860046;3,487620115;4,984940052;-4,164289951;-10,43910027;2036,819946;2218,290039
5684;A5787;296,5650024;5,17979002;3,859910011;-7,21969986;-36,08729935;1902,390015;2300,030029
5685;A5788;153,4349976;1,038669944;8,939160347;-2,126679897;-7,00605011;1920,51001;2233,120117
5686;A5789;155,5559998;8,36011982;4,194950104;-13,74030018;24,71780014;2461,189941;2361,659912
5687;A5790;341,5650024;12,99419975;2,379849911;-17,00909996;1,120399952;2232,719971;2461,48999
5688;A5791;144,4620056;7,941349983;4,964350224;-11,93410015;3,00564003;1525,400024;1678,859985
5689;A5792;253,1419983;15,62010002;2,691720009;-16,62859917;-30,82909966;1185,089966;1326,060059
5690;A5793;141,3399963;5,928030014;5,22453022;-12,35449982;-3,453989983;1126,189941;1409,170044
5691;A5794;164,7449951;5,28178978;4,996799946;-4,174789906;-88,83260345;992,0390015;1424,199951
5692;A5795;123,6900024;6,669690132;3,643249989;-13,69569969;-11,81910038;974,8889771;1289,780029
5693;A5796;153,0599976;15,50399971;2,407119989;-17,08580017;-10,79930019;534,223999;976,6890259
5694;A5797;107,4469986;8,459850311;5,001460075;-12,83699989;-22,08580017;259,151001;1350,619995
5695;A5798;156,3710022;8,059619904;4,734879971;-12,65250015;-12,76089954;605,3649902;1474,030029
5696;A5799;268,5310059;8,987460136;4,691939831;-13,42739964;-19,41609955;441,6879883;2332,919922
5697;A5800;209,4069977;14,35669994;3,112459898;-15,83360004;-4,692059994;122,5419998;1664,189941
5698;A5801;184,3990021;6,03470993;2,885119915;-14,99619961;-4,829760075;103,8799973;1635,27002
5699;A5802;139,7640076;11,70129967;3,322520018;-15,02420044;-21,68160057;346,9389954;1739,890015
5700;A5803;198,4349976;2,202519894;5,009349823;-4,162250042;-58,82369995;444,9379883;2576,22998
5701;A5804;283,2409973;8,059619904;5,55505991;-12,29450035;-3,529099941;560,2180176;2557,939941
5702;A5805;199,9830017;5,421299934;5,459020138;-11,80659962;1,156020045;683,289978;2435,23999
5703;A5806;246,3179932;14,16180038;3,334759951;-15,42430019;3,560139894;791,0490112;2569,560059
5704;A5807;135;2,95381999;3,301290035;-13,03680038;-25,73999977;363,8569946;2045,869995
5705;A5808;315;2,95381999;4,339519978;-11,66689968;-3,336440086;321,4790039;1960,329956
5706;A5809;165,9640045;1,914720058;5,512310028;-11,16699982;-59,79059982;505,6380005;2042,52002
5707;A5810;185,9060059;6,740799904;2,889039993;-15,20479965;-3,086889982;664,5540161;2156,330078
5708;A5811;158,1990051;2,500149965;7,480309963;-8,944000244;-36,9137001;712,2869873;2035,300049
5709;A5812;87,51039886;5,332049847;2,981169939;-15,00790024;-2,346220016;866,190979;1926,839966
5710;A5813;166,2640076;10,63650036;3,444220066;-14,80410004;-32,51229858;785,4760132;1822,560059
5711;A5814;119,9319992;8,775690079;2,637409925;-15,84469986;-10,98639965;983,3170166;1855,02002
5712;A5815;213,9960022;11,8743;1,949650049;-17,89369965;-4,549439907;960,7869873;1764,660034
5713;A5816;111,038002;3,231859922;7,789810181;-8,744319916;-44,49840164;808,5650024;1611,719971
5714;A5817;307,2349854;7,254730225;6,505720139;-11,1583004;-14,11289978;892,5380249;1633,849976
5715;A5818;30,25639915;6,426790237;3,080650091;-14,80160046;-35,3022995;490,9460144;1299,339966
5716;A5819;111,2509995;8,899869919;3,678030014;-14,26159954;-16,64679909;374,6090088;1369,930054
5717;A5820;102,9950027;9,216679573;4,037769794;-14,10079956;-3,225330114;180,0630035;1591,670044
5718;A5821;122,0049973;4,374139786;4,482200146;-12,66240025;0,707704008;61,33729935;1419,209961
5719;A5822;255,6999969;12,04450035;3,091209888;-15,59759998;6,861390114;1041,670044;2326,26001
5720;A5823;214,875;9,261799812;3,914769888;-14,18599987;-17,65850067;1155,47998;2197,73999
5721;A5824;126,572998;8,894000053;2,137340069;-16,62829971;-8,669879913;810,927002;2336,840088
5722;A5825;33,69010162;1,674520016;4,401929855;-12,53680038;-13,05980015;828,9379883;2046,449951
5723;A5826;135;6,216869831;5,082930088;-12,49190044;0,823867023;1338,609985;2511,800049
5724;A5827;239,0359955;4,05644989;6,756649971;-10,74139977;-5,691899776;1345,22998;2569,860107
5725;A5828;189,4620056;2,823519945;4,328790188;-12,43669987;-23,30019951;1535,25;2556,800049
5726;A5829;207,1210022;10,57820034;2,228569984;-17,03479958;3,46694994;1370,790039;2667,459961
5727;A5830;313,2640076;10,71850014;3,91170001;-14,14610004;-5,138899803;1217,23999;2605,550049
5728;A5831;86,18589783;3,487620115;6,424930096;-10,46220016;-11,35690022;1259,800049;2533,830078
5729;A5832;223,0249939;9,445469856;3,271939993;-14,95870018;-7,416130066;1704,810059;2528,97998
5730;A5833;324,4620056;1,997339964;7,663949966;-2,490289927;-18,28989983;1555,76001;2426,25
5731;A5834;104,1839981;20,83279991;2,659499884;-16,88979912;1,620110035;1371,02002;2267,429932
5732;A5835;225;1,970190048;4,935379982;-11,02900028;-1,008679986;1070,199951;2459,929932
5733;A5836;259,6950073;5,17979002;3,809499979;-13,58699989;-5,077939987;970,0339966;2350,780029
5734;A5837;117,8970032;4,45897007;1,966289997;-9,121390343;-26,33810043;872,0280151;2358,02002
5735;A5838;140,1940002;3,623490095;7,560389996;-8,893779755;6,483809948;1087,290039;2556,919922
5736;A5839;286,3900146;12,1619997;1,979359984;-17,88459969;-0,072006099;1017,039978;2583,25
5737;A5840;-1;0;6,555779934;-2,794660091;-4,500040054;931,1259766;2547,48999
5738;A5841;334,6539917;4,871640205;2,129410028;-9,128660202;-50,49980164;1655,959961;2179,370117
5739;A5842;239,7440033;6,426790237;7,891210079;-1,867650032;-49,92630005;1698,859985;2200,909912
5740;A5843;209,0549927;4,77188015;6,954549789;-10,73029995;0,326317012;1838,400024;2361,659912
5741;A5844;14,03619957;1,914720058;5,287360191;-3,869800091;-30,33239937;2008,959961;2686,439941
5742;A5845;178,6029968;9,439970016;4,094769955;-13,81949997;-2,037689924;2185,280029;2800,389893
5743;A5846;301,6080017;7,0553298;3,76887989;-14,00580025;-26,49110031;2231,620117;2726,98999
5744;A5847;235,0079956;5,65226984;3,660929918;-13,56099987;-44,2696991;2210,360107;2657,939941
5745;A5848;184,0279999;16,09550095;2,47059989;-16,4435997;-4,939610004;2162,379883;2587,449951
5746;A5849;4,398700237;14,80430031;3,071779966;-15,83500004;-9,422909737;2003,390015;2740,550049
5747;A5850;306,8699951;6,934350014;3,466890097;-14,50220013;-22,3390007;2041,22998;2723,280029
